1;0000000000000000
1;1111111111111111
2;0001000000000000
2;1111111111101111
2;1111110111111111
2;0000000000000001
2;0000000000001000
2;0000100000000000
2;0000000100000000
2;1111111111111110
2;1111101111111111
2;1111111110111111
2;1111111101111111
2;1110111111111111
2;1011111111111111
2;1111111111110111
2;0010000000000000
2;0000000000100000
2;1111011111111111
2;0000000000000010
2;1000000000000000
2;1101111111111111
2;0000000001000000
2;0000010000000000
2;1111111111111011
2;1111111011111111
2;1111111111011111
2;0000000000000100
2;0111111111111111
2;0100000000000000
2;1111111111111101
2;0000000010000000
2;0000000000010000
2;0000001000000000
3;0000000000010001
3;1111111100111111
3;1101111111011111
3;1010000000000000
3;1011101111111111
3;0000000010100000
3;0000010000000100
3;1111111101011111
3;1110111111101111
3;0000001000000010
3;1111111111011101
3;1011111110111111
3;1000100000000000
3;0000000000001100
3;1100000000000000
3;1111111111111100
3;1111011111110111
3;1111111111110101
3;0000000000100010
3;1111110111111101
3;0000110000000000
3;0100010000000000
3;0010000000100000
3;0101111111111111
3;0011111111111111
3;0000000000001010
3;0000000011000000
3;0000100000001000
3;0111111101111111
3;0000101000000000
3;0000000001000100
3;0101000000000000
3;0001000000010000
3;0000000000000011
3;1111111111110011
3;1111101111111011
3;0000001100000000
3;0011000000000000
3;1111111111001111
3;1111111110111011
3;1111111101110111
3;0100000001000000
3;1000000010000000
3;0010001000000000
3;1111111011111110
3;0000000010001000
3;1111001111111111
3;1101110111111111
3;1111111111111010
3;1111010111111111
3;0000000001010000
3;0000010100000000
3;0001000100000000
3;0000000000110000
3;0000000000000101
3;0111011111111111
3;1111111110101111
3;1111110011111111
3;1110111011111111
3;1100111111111111
3;1111101011111111
3;1111111111101110
3;1010111111111111
3;0000000100000001
4;0000010000000001
4;0001000000000001
4;1111110111111110
4;0000000010010000
4;1110111111111110
4;0000001000001000
4;1111101111111110
4;0000100010000000
4;1011011111111111
4;0010000000000010
4;1111111011101111
4;1111011111111101
4;1111011111111011
4;1000000000100000
4;0000011000000000
4;0010000100000000
4;1111101111110111
4;1011111111101111
4;0100000000010000
4;1111011101111111
4;1111111101111101
4;1101111011111111
4;0000000001100000
4;0010100000000000
4;0100000010000000
4;0000000000100001
4;0000000100010000
4;0110000000000000
4;1111111110011111
4;1001111111111111
4;0000000100000100
4;0000100000000010
4;0000100100000000
4;1111111111101011
4;1101111111111101
4;1111111111110110
4;1111111011111101
4;1110110111111111
4;1000000001000000
4;1111111110110111
4;0000100000000100
4;0110111111111111
4;1000001000000000
4;0111111111110111
4;0001010000000000
4;1110111111011111
4;1111111111111001
4;1111111111010111
4;1101111111101111
4;1111110111011111
4;1011111011111111
4;1111011011111111
4;1111101110111111
4;0000000000101000
4;0000000000000110
4;0000000000001001
4;0000000010000010
4;0001000001000000
4;0100100000000000
4;1111100111111111
4;1111110111110111
4;0000000000010100
4;1111111101111011
4;0001000000100000
4;0000000001000001
4;1111111101101111
4;1000010000000000
4;1011111101111111
4;0000000100000010
4;1000000000001000
4;1110111110111111
4;1111111110111110
4;1001000000000000
4;1101011111111111
4;0111111110111111
4;0000000001001000
4;0010000010000000
4;0111111111011111
4;0000010001000000
4;0111101111111111
4;0000010000001000
4;1111111011111011
4;0000001000000001
4;0001001000000000
4;0111110111111111
4;1101111101111111
4;1111111111101101
4;0100000100000000
4;0010000000010000
4;0100000000000100
4;1110101111111111
4;1011111111111011
4;1111111111011110
4;0000000010000100
4;0000000000010010
4;0000001000100000
5;0000000010001100
5;0000000000001101
5;0011000100000000
5;1011101110111111
5;1010111111101111
5;0000010000001100
5;1111111011101110
5;1101111111001111
5;1101111111011101
5;1011000000000000
5;0100111111111111
5;1111011101110111
5;1111010111110111
5;1010111011111111
5;0101000100000000
5;0000000000001110
5;1111011111110011
5;1000100000001000
5;1111111111001101
5;0011101111111111
5;1100111011111111
5;1110111110101111
5;0000000000001011
5;0000000000110001
5;0000000010110000
5;0000000000010101
5;1010000000100000
5;0000000100000011
5;0011000000010000
5;0010000000100010
5;1110101011111111
5;0000101000001000
5;0011111110111111
5;1010001000000000
5;0000111000000000
5;0010101000000000
5;1000111111111111
5;1111111101110101
5;0100010000000100
5;0000000001110000
5;0000000000000111
5;1101110011111111
5;1111000111111111
5;0100000001000100
5;0000010000000101
5;0111011111110111
5;0000101000000010
5;0000001000100010
5;1111110011111101
5;0000000000101010
5;0000000010001010
5;0111001111111111
5;1101000000000000
5;0101110111111111
5;0011111101111111
5;0111011101111111
5;1010101111111111
5;0000001000001010
5;0000011100000000
5;1111111111111000
5;1111111101110011
5;0101000000010000
5;1111111111101100
5;0111111101110111
5;0100010001000000
5;1110111011101111
5;1111010011111111
5;0000100000001010
5;0000001100000001
5;0001000100000001
5;1111110011111110
5;0000000000010011
5;0000000001001100
5;1111111111110010
5;0011011111111111
5;1111111111110100
5;0000001100000010
5;1110000000000000
5;1111111011111010
5;0010001000000010
5;0000000100000101
5;1111111111110001
5;1111101011111011
5;1110110011111111
5;1100000010000000
5;1111111111101010
5;1000110000000000
5;1111111100111011
5;1111001011111111
5;1110111011111110
5;0100110000000000
5;1111111101001111
5;0000000011100000
5;1101110111011111
5;1011111110111011
5;0111111100111111
5;0000000001000101
5;1011101111111011
5;1101010111111111
5;0101011111111111
5;0000101100000000
5;0000000010101000
5;0000100010001000
5;1111110111111100
5;1011111110101111
5;0001000000110000
5;1000000010100000
5;0001111111111111
5;1111111100110111
5;1111111100011111
5;1110111111101110
5;0000000000110010
5;1100111111011111
5;0001010100000000
5;0100000001010000
5;0000001000000011
5;1101111101011111
5;0000010100000001
5;1110111111001111
5;1100100000000000
5;0111010111111111
5;1111101110111011
5;1111111111001110
5;1011111100111111
5;1111111110111010
5;0000000100010001
5;1111111110101110
5;1111011111110101
5;1111111110001111
5;0011001000000000
5;1111111100101111
5;0001001100000000
5;0101111101111111
5;1111111110110011
5;0000000011001000
5;0111000000000000
5;1100110111111111
5;1111111111010101
5;0001000001010000
5;0000000011010000
5;0000000000100011
5;1111010111111101
5;1111101011111110
5;1111111011111100
5;0000110100000000
5;0101000001000000
5;0100010100000000
5;1011001111111111
5;1000101000000000
5;1000000011000000
5;0011000000100000
5;1000100010000000
5;1111001111110111
5;0000000011000100
5;1111100011111111
5;1111110111011101
5;1100000001000000
5;1011101011111111
5;1100111111101111
5;0000110000001000
5;0000000001010001
5;1010100000000000
5;0010001100000000
5;1100010000000000
5;1111101111111010
5;0100000011000000
5;0101010000000000
5;1111111110101011
5;0111111101011111
5;1111101111110011
5;0000000010100010
5;0000010100000100
5;0001000000010001
5;0010111111111111
5;0010000000110000
5;1101110111111101
5;0010000010100000
5;1010000010000000
5;1111001111111011
5;1111110111110101
5;0010001000100000
5;0000010001000100
5;0001000100010000
5;0000000001010100
5;0101111111011111
5;1000000010001000
5;0000110000000100
5;1010111110111111
5;1111111101011101
5;1111111111011100
5;0000100000001100
5;1111111101010111
6;0011111100111111
6;1101110111011101
6;1111111110101010
6;0101111101011111
6;0010001000100010
6;0000000000110011
6;0000101000001010
6;1100110000000000
6;0000000011001100
6;0000111100000000
6;1111010111110101
6;0000001100000011
